"Yrkesområde","SSYK 2012","Yrkesgrupp","Yrkesbenämning"
"Hälso- och sjukvård","3230","Terapeuter inom alternativmedicin","Näringsterapeut"
"Hälso- och sjukvård","3230","Terapeuter inom alternativmedicin","Naturterapeut"
"Hälso- och sjukvård","3230","Terapeuter inom alternativmedicin","Rosenterapeut"
"Hälso- och sjukvård","3230","Terapeuter inom alternativmedicin","Shiatsuterapeut"
"Hälso- och sjukvård","3230","Terapeuter inom alternativmedicin","Taktilterapeut"
"Hälso- och sjukvård","3230","Terapeuter inom alternativmedicin","Yogamassör"
"Hälso- och sjukvård","3230","Terapeuter inom alternativmedicin","Zonterapeut"
"Hälso- och sjukvård","3240","Djursjukskötare m.fl.","Djursjukskötare"
"Hälso- och sjukvård","3250","Tandhygienister","Tandhygienist"
"Hälso- och sjukvård","5321","Undersköterskor, hemtjänst, hemsjukvård, äldreboende och habilitering","Hemsjukvårdare"
"Hälso- och sjukvård","5321","Undersköterskor, hemtjänst, hemsjukvård, äldreboende och habilitering","Undersköterska, hemtjänst, äldreboende och habilitering"
"Hälso- och sjukvård","5323","Undersköterskor, vård- och specialavdelning och mottagning","Omvårdnadsassistent"
"Hälso- och sjukvård","5323","Undersköterskor, vård- och specialavdelning och mottagning","Steriltekniker"
"Hälso- och sjukvård","5323","Undersköterskor, vård- och specialavdelning och mottagning","Undersköterska, vård- och specialavdelning och mottagning"
"Hälso- och sjukvård","5325","Barnsköterskor","Barnsköterska"
"Hälso- och sjukvård","5326","Ambulanssjukvårdare","Ambulanssjukvårdare"
"Hälso- och sjukvård","5326","Ambulanssjukvårdare","Sjuktransportör"
"Hälso- och sjukvård","5330","Vårdbiträden","Hemvårdare"
"Hälso- och sjukvård","5330","Vårdbiträden","Sjukvårdsbiträde"
"Hälso- och sjukvård","5330","Vårdbiträden","Vårdbiträde"
"Hälso- och sjukvård","5341","Skötare","Brukarspecialist"
"Hälso- och sjukvård","5341","Skötare","Skötare (inom psykiatrisk vård)"
"Hälso- och sjukvård","5341","Skötare","Skötarstuderande"
"Hälso- och sjukvård","5349","Övrig vård- och omsorgspersonal","Arbetsterapibiträde"
"Hälso- och sjukvård","5349","Övrig vård- och omsorgspersonal","Fysioterapibiträde"
"Hälso- och sjukvård","5349","Övrig vård- och omsorgspersonal","Gipstekniker"
"Hälso- och sjukvård","5349","Övrig vård- och omsorgspersonal","Laboratoriebiträde"
"Hälso- och sjukvård","5349","Övrig vård- och omsorgspersonal","Obduktionstekniker"
"Hälso- och sjukvård","5349","Övrig vård- och omsorgspersonal","Tandvårdsbiträde"
"Hälso- och sjukvård","5350","Tandsköterskor","Ortodontiassistent"
"Hälso- och sjukvård","5350","Tandsköterskor","Tandsköterska"
"Hantverk","7124","Glastekniker","Bilglasmontör"
"Hantverk","7124","Glastekniker","Glas- och metallmontör"
"Hantverk","7124","Glastekniker","Glastekniker/Glasmästare"
"Hantverk","7124","Glastekniker","Konstinramare/Rammakare"
"Hantverk","7124","Glastekniker","Lärling glastekniker"
"Hantverk","7221","Smeder","Byggnadssmed"
"Hantverk","7221","Smeder","Smed"
"Hantverk","7311","Finmekaniker","Finmekaniker"
"Hantverk","7311","Finmekaniker","Hjälpmedelstekniker"
"Hantverk","7311","Finmekaniker","Låssmed"
"Hantverk","7311","Finmekaniker","Tandteknikerbiträde"
"Hantverk","7311","Finmekaniker","Urmakare"
"Hantverk","7311","Finmekaniker","Vapentekniker"
"Hantverk","7312","Guld- och silversmeder","Ädelstensslipare"
"Hantverk","7312","Guld- och silversmeder","Gemmolog"
"Hantverk","7312","Guld- och silversmeder","Gravör, ädelmetall"
"Hantverk","7312","Guld- och silversmeder","Guldsmed"
"Hantverk","7312","Guld- och silversmeder","Juvelfattare"
"Hantverk","7312","Guld- och silversmeder","Silversmed"
"Hantverk","7319","Musikinstrumentmakare och övriga konsthantverkare","Blåsinstrumentmakare"
"Hantverk","7319","Musikinstrumentmakare och övriga konsthantverkare","Dockmakare"
"Hantverk","7319","Musikinstrumentmakare och övriga konsthantverkare","Fiolbyggare"
"Hantverk","7319","Musikinstrumentmakare och övriga konsthantverkare","Förgyllare"
"Hantverk","7319","Musikinstrumentmakare och övriga konsthantverkare","Gitarrbyggare"
